#Nombre d'essais = 10000000, 
#Poids de l'erreur = 84, 
#Taille d'un bloc = 4801, 
#Poids de h = 45,
#se = 40000000,
#sH = 50000000. 
0 	 0.000000 	 1 
1 	 0.000000 	 1 
2 	 0.000000 	 1 
3 	 0.000000 	 1 
4 	 0.000000 	 1 
5 	 0.000000 	 1 
6 	 0.000000 	 1 
7 	 0.000000 	 1 
8 	 0.000000 	 1 
9 	 0.000000 	 1 
10 	 0.000000 	 1 
11 	 0.000000 	 1 
12 	 0.000000 	 1 
13 	 0.000000 	 1 
14 	 0.000000 	 1 
15 	 0.000000 	 1 
16 	 0.000000 	 1 
17 	 0.000000 	 1 
18 	 0.000000 	 1 
19 	 0.000000 	 1 
20 	 0.000000 	 1 
21 	 0.000000 	 1 
22 	 0.000000 	 1 
23 	 0.000000 	 1 
24 	 0.000000 	 1 
25 	 0.000000 	 1 
26 	 0.000000 	 1 
27 	 0.000000 	 1 
28 	 0.000000 	 1 
29 	 0.000000 	 1 
30 	 0.000000 	 1 
31 	 0.000000 	 1 
32 	 0.000000 	 1 
33 	 0.000000 	 1 
34 	 0.000000 	 1 
35 	 0.000000 	 1 
36 	 0.000000 	 1 
37 	 0.000000 	 1 
38 	 0.000000 	 1 
39 	 0.000000 	 1 
40 	 0.000000 	 1 
41 	 0.000000 	 1 
42 	 0.000000 	 1 
43 	 0.000000 	 1 
44 	 0.000000 	 1 
45 	 0.000000 	 1 
46 	 0.000000 	 1 
47 	 0.000000 	 1 
48 	 0.000000 	 1 
49 	 0.000000 	 1 
50 	 0.000000 	 1 
51 	 3.000000 	 1 
52 	 0.000000 	 1 
53 	 0.000000 	 1 
54 	 0.000000 	 1 
55 	 0.000000 	 1 
56 	 0.000000 	 1 
57 	 3.000000 	 1 
58 	 3.000000 	 1 
59 	 3.000000 	 2 
60 	 3.000000 	 1 
61 	 3.000000 	 3 
62 	 3.000000 	 1 
63 	 0.000000 	 1 
64 	 3.000000 	 2 
65 	 3.000000 	 1 
66 	 3.000000 	 2 
67 	 3.000000 	 3 
68 	 3.000000 	 4 
69 	 3.000000 	 3 
70 	 3.000000 	 6 
71 	 3.000000 	 5 
72 	 3.000000 	 2 
73 	 3.000000 	 5 
74 	 3.200000 	 10 
75 	 3.142857 	 7 
76 	 3.142857 	 14 
77 	 3.000000 	 14 
78 	 3.133333 	 15 
79 	 3.052632 	 19 
80 	 3.166667 	 12 
81 	 3.076923 	 26 
82 	 3.083333 	 24 
83 	 3.030303 	 33 
84 	 3.027778 	 36 
85 	 3.045455 	 44 
86 	 3.000000 	 51 
87 	 3.095238 	 42 
88 	 3.023256 	 43 
89 	 3.062500 	 64 
90 	 3.049383 	 81 
91 	 3.035294 	 85 
92 	 3.034483 	 87 
93 	 3.022472 	 89 
94 	 3.027027 	 111 
95 	 3.045455 	 132 
96 	 3.039683 	 126 
97 	 3.079755 	 163 
98 	 3.067485 	 163 
99 	 3.059783 	 184 
100 	 3.049505 	 202 
101 	 3.049774 	 221 
102 	 3.032727 	 275 
103 	 3.042553 	 282 
104 	 3.044025 	 318 
105 	 3.036585 	 328 
106 	 3.047887 	 355 
107 	 3.072464 	 414 
108 	 3.049217 	 447 
109 	 3.058116 	 499 
110 	 3.061082 	 573 
111 	 3.047101 	 552 
112 	 3.039074 	 691 
113 	 3.051873 	 694 
114 	 3.045685 	 788 
115 	 3.060284 	 846 
116 	 3.050439 	 912 
117 	 3.035015 	 971 
118 	 3.040250 	 1118 
119 	 3.049628 	 1209 
120 	 3.041565 	 1227 
121 	 3.056452 	 1364 
122 	 3.048252 	 1430 
123 	 3.048376 	 1509 
124 	 3.051181 	 1778 
125 	 3.058333 	 1800 
126 	 3.046997 	 1915 
127 	 3.053085 	 2091 
128 	 3.052225 	 2202 
129 	 3.041978 	 2406 
130 	 3.048161 	 2637 
131 	 3.051601 	 2810 
132 	 3.047554 	 2944 
133 	 3.053198 	 3158 
134 	 3.056665 	 3406 
135 	 3.047750 	 3623 
136 	 3.048620 	 3805 
137 	 3.048462 	 4065 
138 	 3.046959 	 4259 
139 	 3.052357 	 4603 
140 	 3.046944 	 4729 
141 	 3.050029 	 5217 
142 	 3.045802 	 5502 
143 	 3.055236 	 5920 
144 	 3.047031 	 6315 
145 	 3.045561 	 6431 
146 	 3.053291 	 6868 
147 	 3.052545 	 7270 
148 	 3.051776 	 7629 
149 	 3.048184 	 8343 
150 	 3.049281 	 8482 
151 	 3.048405 	 9152 
152 	 3.048115 	 9498 
153 	 3.049105 	 9836 
154 	 3.051652 	 10474 
155 	 3.050766 	 11031 
156 	 3.048175 	 11396 
157 	 3.045000 	 12111 
158 	 3.049527 	 12478 
159 	 3.047955 	 13325 
160 	 3.049635 	 13821 
161 	 3.048317 	 14591 
162 	 3.049142 	 15262 
163 	 3.046700 	 16017 
164 	 3.050800 	 16378 
165 	 3.046674 	 17290 
166 	 3.048360 	 17928 
167 	 3.047085 	 18711 
168 	 3.050493 	 19468 
169 	 3.047260 	 20440 
170 	 3.047941 	 20859 
171 	 3.044494 	 21868 
172 	 3.051375 	 22793 
173 	 3.047509 	 23764 
174 	 3.046701 	 24132 
175 	 3.048125 	 25683 
176 	 3.048485 	 26276 
177 	 3.048898 	 27220 
178 	 3.046065 	 28134 
179 	 3.047241 	 29064 
180 	 3.048581 	 30341 
181 	 3.046660 	 31140 
182 	 3.047734 	 32220 
183 	 3.047057 	 33194 
184 	 3.046750 	 34417 
185 	 3.046332 	 35526 
186 	 3.047799 	 36340 
187 	 3.046536 	 37648 
188 	 3.046800 	 38910 
189 	 3.047911 	 39532 
190 	 3.046459 	 40681 
191 	 3.047168 	 41405 
192 	 3.047563 	 42512 
193 	 3.047639 	 44354 
194 	 3.047168 	 45561 
195 	 3.047911 	 45835 
196 	 3.047735 	 47387 
197 	 3.046108 	 48690 
198 	 3.047718 	 49478 
199 	 3.047081 	 50997 
200 	 3.046035 	 52134 
201 	 3.047416 	 53505 
202 	 3.045606 	 53809 
203 	 3.046489 	 55196 
204 	 3.047173 	 56324 
205 	 3.045423 	 57372 
206 	 3.046636 	 58817 
207 	 3.047142 	 59586 
208 	 3.047481 	 61119 
209 	 3.045804 	 61829 
210 	 3.046518 	 63051 
211 	 3.044662 	 63679 
212 	 3.047876 	 65085 
213 	 3.046571 	 66286 
214 	 3.046254 	 66784 
215 	 3.045719 	 67980 
216 	 3.046828 	 69317 
217 	 3.046420 	 69647 
218 	 3.046436 	 70829 
219 	 3.045836 	 71669 
220 	 3.047958 	 72188 
221 	 3.047062 	 73244 
222 	 3.047034 	 74478 
223 	 3.045029 	 74863 
224 	 3.045458 	 76576 
225 	 3.045453 	 76364 
226 	 3.046960 	 77214 
227 	 3.046722 	 77779 
228 	 3.046871 	 79026 
229 	 3.043978 	 79154 
230 	 3.044586 	 80294 
231 	 3.045159 	 80404 
232 	 3.044976 	 81088 
233 	 3.045237 	 81615 
234 	 3.045579 	 81661 
235 	 3.046794 	 82276 
236 	 3.043604 	 82929 
237 	 3.045135 	 82996 
238 	 3.044545 	 83286 
239 	 3.045798 	 83869 
240 	 3.045185 	 84275 
241 	 3.045084 	 84242 
